Year,State,District,Awards,Funding
,,Summary for Alabama by Congressional District,,
2006,,7,1,"$881,680"
2006,,8,4,"$2,241,190"
2006,,9,12,"$3,458,011"
2006,,10,7,"$15,570,892"
2006,,11,46,"$5,106,863"
2006,,Total,154,"$56,459,649"
2006,,Summary for Washington by Congressional District,,
2006,,Congressional District,Awards,Funding
2006,,1,11,"$24,382,999"
2006,,4,3,"$1,685,507"
2006,,5,11,"$2,113,942"
2006,,7,195,"$197,954,955"
2006,,9,1,"$791,030"
2006,,Total,221,"$226,928,433"
2006,,Summary for West Virginia by Congressional District,,
2006,,Congressional District,Awards,Funding
2006,,1,3,"$541,513"
2006,,Total,3,"$541,513"
2006,,Summary for Wisconsin by Congressional District,,
2006,,Congressional District,Awards,Funding
2006,,2,79,"$39,017,397"
2006,,3,1,"$196,200"
2006,,4,5,"$5,512,393"
2006,,5,15,"$9,035,647"
2006,,7,1,"$425,700"
2006,,8,1,"$206,165"
2006,,Total,102,"$54,393,502"
2006,,Summary for Wyoming by Congressional District,,
2006,,Congressional District,Awards,Funding
2006,,At-Large,1,"$210,750"
2006,,Total,1,"$210,750"
,,,,
2005,,Summary for Alabama by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,5,"$1,735,507"
2005,,3,1,"$1,226,999"
2005,,6,12,"$17,860,870"
2005,,7,86,"$59,262,672"
2005,,Total,104,"$80,086,048"
2005,,Summary for Arizona by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,2,"$284,872"
2005,,4,1,"$610,000"
2005,,5,18,"$10,561,269"
2005,,7,16,"$5,325,795"
2005,,Total,37,"$16,781,936"
2005,,Summary for Arkansas by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,2,14,"$4,223,298"
2005,,3,2,"$519,109"
2005,,Total,16,"$4,742,407"
2005,,Summary for California by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,36,"$12,541,372"
2005,,5,1,"$5,013,360"
2005,,6,3,"$811,703"
2005,,7,9,"$4,019,721"
2005,,8,26,"$13,463,915"
2005,,9,56,"$33,714,357"
2005,,10,1,"$1,024,076"
2005,,11,2,"$4,283,727"
2005,,12,115,"$97,825,675"
2005,,13,6,"$1,948,569"
2005,,14,98,"$48,326,319"
2005,,15,3,"$2,314,567"
2005,,17,4,"$1,845,654"
2005,,18,1,"$162,500"
2005,,23,6,"$1,903,616"
2005,,27,1,"$885,379"
2005,,29,7,"$1,846,624"
2005,,30,98,"$49,071,521"
2005,,31,8,"$2,275,592"
2005,,32,11,"$4,599,227"
2005,,33,11,"$6,161,242"
2005,,36,8,"$3,811,684"
2005,,38,4,"$2,633,063"
2005,,39,1,"$548,798"
2005,,40,1,"$209,115"
2005,,48,40,"$25,942,261"
2005,,49,2,"$1,347,827"
2005,,50,23,"$23,378,265"
2005,,53,232,"$121,084,418"
2005,,Total,814,"$472,994,147"
2005,,Summary for Colorado by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,29,"$18,167,296"
2005,,2,22,"$3,521,789"
2005,,4,40,"$32,139,352"
2005,,6,1,"$279,700"
2005,,7,41,"$22,168,523"
2005,,Total,133,"$76,276,660"
2005,,Summary for Connecticut by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,1,"$152,820"
2005,,2,4,"$1,456,742"
2005,,3,99,"$36,249,060"
2005,,5,28,"$10,054,660"
2005,,Total,132,"$47,913,282"
2005,,Summary for Delaware by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,At-Large,1,"$97,000"
2005,,Total,1,"$97,000"
2005,,Summary for District Of Columbia by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,At-Large,46,"$16,499,376"
2005,,Total,46,"$16,499,376"
2005,,Summary for Florida by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,2,2,"$672,308"
2005,,6,41,"$13,743,415"
2005,,9,5,"$1,649,270"
2005,,10,1,"$377,342"
2005,,11,3,"$894,610"
2005,,17,15,"$7,457,423"
2005,,19,1,"$338,365"
2005,,21,2,"$447,979"
2005,,24,5,"$1,352,757"
2005,,Total,75,"$26,933,469"
2005,,Summary for Georgia by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,4,2,"$3,592,430"
2005,,5,85,"$42,651,355"
2005,,12,38,"$10,482,324"
2005,,13,3,"$146,500"
2005,,Total,128,"$56,872,609"
2005,,Summary for Hawaii by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,7,"$30,525,302"
2005,,2,1,"$500,000"
2005,,Total,8,"$31,025,302"
2005,,Summary for Idaho by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,4,"$903,554"
2005,,2,1,"$195,695"
2005,,Total,5,"$1,099,249"
2005,,Summary for Illinois by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,38,"$27,124,088"
2005,,4,8,"$2,133,560"
2005,,5,1,"$1,377,953"
2005,,6,1,"$200,894"
2005,,7,65,"$41,737,425"
2005,,9,9,"$5,083,680"
2005,,10,5,"$1,505,924"
2005,,11,3,"$398,942"
2005,,14,1,"$213,000"
2005,,15,17,"$4,918,325"
2005,,Total,148,"$84,693,791"
2005,,Summary for Indiana by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,2,13,"$14,629,163"
2005,,4,12,"$6,616,089"
2005,,7,21,"$10,201,656"
2005,,9,1,"$186,218"
2005,,Total,47,"$31,633,126"
2005,,Summary for Iowa by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,2,37,"$14,729,351"
2005,,4,12,"$2,537,601"
2005,,Total,49,"$17,266,952"
2005,,Summary for Kansas by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,2,5,"$837,776"
2005,,3,16,"$4,489,769"
2005,,Total,21,"$5,327,545"
2005,,Summary for Kentucky by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,3,12,"$24,575,412"
2005,,6,23,"$5,561,372"
2005,,Total,35,"$30,136,784"
2005,,Summary for Louisiana by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,4,"$1,196,209"
2005,,2,22,"$17,424,371"
2005,,4,9,"$2,169,780"
2005,,6,4,"$693,142"
2005,,7,3,"$7,689,780"
2005,,Total,42,"$29,173,282"
2005,,Summary for Maine by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,2,7,"$1,751,745"
2005,,Total,7,"$1,751,745"
2005,,Summary for Maryland by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,1,"$144,786"
2005,,2,2,"$5,585,030"
2005,,3,4,"$5,941,568"
2005,,4,8,"$67,423,708"
2005,,5,5,"$2,811,354"
2005,,6,8,"$23,952,625"
2005,,7,204,"$148,834,921"
2005,,8,93,"$135,326,696"
2005,,Total,325,"$390,020,688"
2005,,Summary for Massachusetts by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,4,"$1,218,239"
2005,,2,4,"$3,604,479"
2005,,3,77,"$39,540,220"
2005,,4,4,"$5,889,439"
2005,,6,5,"$4,307,947"
2005,,7,10,"$4,924,469"
2005,,8,436,"$278,450,307"
2005,,9,88,"$46,071,717"
2005,,10,6,"$1,844,950"
2005,,28,1,"$526,994"
2005,,Total,635,"$386,378,761"
2005,,Summary for Michigan by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,4,1,"$1,600,155"
2005,,6,1,"$388,487"
2005,,8,15,"$5,504,189"
2005,,13,12,"$6,710,471"
2005,,15,57,"$18,908,449"
2005,,Total,86,"$33,111,751"
2005,,Summary for Minnesota by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,24,"$10,456,726"
2005,,4,2,"$200,000"
2005,,5,61,"$40,601,636"
2005,,Total,87,"$51,258,362"
2005,,Summary for Mississippi by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,3,"$848,792"
2005,,2,1,"$333,000"
2005,,4,1,"$219,000"
2005,,Total,5,"$1,400,792"
2005,,Summary for Missouri by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,22,"$17,395,043"
2005,,3,79,"$34,911,798"
2005,,5,5,"$1,399,520"
2005,,9,12,"$8,037,830"
2005,,Total,118,"$61,744,191"
2005,,Summary for Montana by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,At-Large,29,"$17,938,208"
2005,,Total,29,"$17,938,208"
2005,,Summary for Nebraska by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,8,"$1,875,432"
2005,,2,8,"$1,997,785"
2005,,Total,16,"$3,873,217"
2005,,Summary for Nevada by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,2,4,"$1,658,494"
2005,,Total,4,"$1,658,494"
2005,,Summary for New Hampshire by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,2,27,"$11,613,171"
2005,,Total,27,"$11,613,171"
2005,,Summary for New Jersey by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,3,3,"$8,146,155"
2005,,6,13,"$4,956,571"
2005,,7,2,"$752,409"
2005,,8,1,"$223,161"
2005,,9,1,"$530,310"
2005,,10,40,"$23,825,196"
2005,,11,1,"$4,407,655"
2005,,12,13,"$4,116,260"
2005,,Total,74,"$46,957,717"
2005,,Summary for New Mexico by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,25,"$29,627,749"
2005,,2,1,"$158,538"
2005,,3,3,"$989,029"
2005,,Total,29,"$30,775,316"
2005,,Summary for New York by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,19,"$8,354,613"
2005,,2,3,"$8,063,454"
2005,,3,5,"$1,421,080"
2005,,5,4,"$1,425,075"
2005,,8,2,"$558,765"
2005,,10,1,"$382,500"
2005,,11,3,"$4,752,272"
2005,,14,197,"$96,168,059"
2005,,15,95,"$54,182,288"
2005,,16,2,"$1,466,501"
2005,,17,2,"$14,890,827"
2005,,18,16,"$10,080,113"
2005,,20,2,"$2,387,380"
2005,,21,27,"$18,542,175"
2005,,22,27,"$13,451,351"
2005,,23,15,"$5,740,789"
2005,,24,1,"$200,804"
2005,,25,6,"$1,051,181"
2005,,26,17,"$4,933,713"
2005,,27,1,"$1,537,186"
2005,,28,57,"$30,876,985"
2005,,Total,502,"$280,467,111"
2005,,Summary for North Carolina by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,3,3,"$779,250"
2005,,4,165,"$187,921,910"
2005,,5,22,"$7,283,685"
2005,,6,1,"$313,415"
2005,,7,5,"$25,070,504"
2005,,10,1,"$300,000"
2005,,12,5,"$1,642,616"
2005,,Total,202,"$223,311,380"
2005,,Summary for North Dakota by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,At-Large,1,"$245,350"
2005,,Total,1,"$245,350"
2005,,Summary for Ohio by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,45,"$15,958,812"
2005,,2,1,"$94,056"
2005,,5,1,"$69,500"
2005,,6,1,"$100,000"
2005,,7,1,"$9,896,900"
2005,,9,11,"$2,913,864"
2005,,11,58,"$31,587,104"
2005,,12,11,"$7,630,968"
2005,,15,38,"$17,411,227"
2005,,17,1,"$439,070"
2005,,Total,168,"$86,101,501"
2005,,Summary for Oklahoma by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,1,"$217,992"
2005,,3,3,"$691,506"
2005,,4,2,"$707,445"
2005,,5,31,"$17,027,342"
2005,,Total,37,"$18,644,285"
2005,,Summary for Oregon by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,47,"$18,064,528"
2005,,3,1,"$213,450"
2005,,4,1,"$100,000"
2005,,5,14,"$9,111,259"
2005,,Total,63,"$27,489,237"
2005,,Summary for Pennsylvania by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,33,"$10,083,826"
2005,,2,178,"$82,552,410"
2005,,5,8,"$2,636,211"
2005,,6,2,"$1,500,607"
2005,,7,2,"$6,055,101"
2005,,13,5,"$3,546,266"
2005,,14,63,"$36,472,414"
2005,,17,8,"$2,054,212"
2005,,Total,299,"$144,901,047"
2005,,Summary for Rhode Island by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,15,"$7,706,283"
2005,,2,12,"$1,279,972"
2005,,Total,27,"$8,986,255"
2005,,Summary for South Carolina by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,6,"$1,280,791"
2005,,2,1,"$1,835,982"
2005,,3,1,"$175,000"
2005,,Total,8,"$3,291,773"
2005,,Summary for South Dakota by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,At-Large,3,"$1,711,393"
2005,,Total,3,"$1,711,393"
2005,,Summary for Tennessee by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,3,"$869,806"
2005,,2,6,"$1,606,538"
2005,,3,1,"$99,998"
2005,,5,62,"$24,366,208"
2005,,6,1,"$355,454"
2005,,9,28,"$19,260,270"
2005,,Total,101,"$46,558,274"
2005,,Summary for Texas by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,5,"$1,064,960"
2005,,5,1,"$489,064"
2005,,7,81,"$37,202,222"
2005,,8,1,"$100,490"
2005,,9,1,"$704,286"
2005,,10,3,"$1,006,104"
2005,,12,1,"$162,000"
2005,,13,1,"$104,372"
2005,,14,50,"$42,731,189"
2005,,17,19,"$5,553,903"
2005,,18,1,"$254,558"
2005,,19,1,"$222,000"
2005,,20,26,"$12,146,583"
2005,,21,9,"$2,619,525"
2005,,23,3,"$1,808,755"
2005,,24,1,"$463,164"
2005,,30,54,"$23,567,324"
2005,,32,1,"$324,667"
2005,,Total,259,"$130,525,166"
2005,,Summary for Utah by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,5,"$3,577,055"
2005,,2,21,"$11,680,737"
2005,,3,1,"$351,305"
2005,,Total,27,"$15,609,097"
2005,,Summary for Vermont by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,At-Large,13,"$4,790,641"
2005,,Total,13,"$4,790,641"
2005,,Summary for Virginia by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,2,7,"$1,449,940"
2005,,3,28,"$8,478,083"
2005,,5,37,"$13,430,608"
2005,,7,1,"$1,259,530"
2005,,8,2,"$4,815,894"
2005,,9,12,"$8,931,617"
2005,,10,6,"$25,817,704"
2005,,11,3,"$30,567,325"
2005,,Total,96,"$94,750,701"
2005,,Summary for Washington by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,2,"$149,172"
2005,,4,1,"$374,655"
2005,,5,15,"$4,053,448"
2005,,7,185,"$152,555,354"
2005,,8,1,"$363,770"
2005,,Total,204,"$157,496,399"
2005,,Summary for West Virginia by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,1,2,"$547,500"
2005,,Total,2,"$547,500"
2005,,Summary for Wisconsin by Congressional District,,
2005,,Congressional District,Awards,Funding
2005,,2,70,"$31,071,150"
2005,,4,6,"$5,835,091"
2005,,5,13,"$6,967,562"
2005,,Total,89,"$43,873,803"
,,,,
2004,,Summary for Alabama by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,6,"$1,940,399"
2004,,3,3,"$1,699,419"
2004,,5,1,"$218,250"
2004,,6,15,"$20,157,192"
2004,,7,98,"$63,474,547"
2004,,Total,123,"$87,489,807"
2004,,Summary for Arizona by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,2,"$309,872"
2004,,4,1,"$258,228"
2004,,5,6,"$3,407,390"
2004,,7,16,"$5,537,775"
2004,,Total,25,"$9,513,265"
2004,,Summary for Arkansas by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,2,12,"$3,585,639"
2004,,3,1,"$239,379"
2004,,Total,13,"$3,825,018"
2004,,Summary for California by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,36,"$13,874,705"
2004,,6,2,"$404,720"
2004,,7,11,"$4,510,982"
2004,,8,22,"$9,438,877"
2004,,9,53,"$17,495,043"
2004,,10,1,"$999,900"
2004,,11,3,"$466,469"
2004,,12,113,"$104,432,830"
2004,,13,6,"$2,742,841"
2004,,14,99,"$54,965,607"
2004,,15,2,"$1,460,449"
2004,,17,5,"$1,590,223"
2004,,18,1,"$207,500"
2004,,23,6,"$1,711,125"
2004,,29,8,"$2,021,141"
2004,,30,101,"$41,879,513"
2004,,31,9,"$2,287,556"
2004,,32,7,"$3,664,884"
2004,,33,11,"$6,413,652"
2004,,34,1,"$55,301"
2004,,36,8,"$2,455,091"
2004,,37,1,"$447,851"
2004,,38,5,"$2,090,430"
2004,,40,1,"$202,942"
2004,,46,1,"$334,790"
2004,,48,39,"$18,171,762"
2004,,49,1,"$100,000"
2004,,50,24,"$16,245,006"
2004,,53,241,"$128,737,347"
2004,,Total,818,"$439,408,537"
2004,,Summary for Colorado by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,26,"$11,670,775"
2004,,2,29,"$4,057,567"
2004,,4,41,"$20,411,618"
2004,,7,53,"$21,383,855"
2004,,Total,149,"$57,523,815"
2004,,Summary for Connecticut by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,2,5,"$889,754"
2004,,3,91,"$30,362,858"
2004,,4,1,"$132,638"
2004,,5,24,"$7,878,770"
2004,,Total,121,"$39,264,020"
2004,,Summary for District Of Columbia by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,At-Large,50,"$15,194,413"
2004,,Total,50,"$15,194,413"
2004,,Summary for Florida by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,2,2,"$624,312"
2004,,6,36,"$11,416,428"
2004,,9,5,"$1,558,750"
2004,,10,1,"$242,880"
2004,,11,3,"$751,750"
2004,,17,17,"$7,881,160"
2004,,19,1,"$280,650"
2004,,20,1,"$376,372"
2004,,21,1,"$70,250"
2004,,24,5,"$1,402,894"
2004,,Total,72,"$24,605,446"
2004,,Summary for Georgia by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,4,1,"$836,212"
2004,,5,85,"$41,756,623"
2004,,12,39,"$10,421,750"
2004,,13,1,"$100,000"
2004,,Total,126,"$53,114,585"
2004,,Summary for Hawaii by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,8,"$12,584,703"
2004,,2,1,"$494,832"
2004,,Total,9,"$13,079,535"
2004,,Summary for Idaho by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,3,"$708,632"
2004,,Total,3,"$708,632"
2004,,Summary for Illinois by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,37,"$28,086,497"
2004,,4,8,"$2,206,650"
2004,,5,3,"$1,672,771"
2004,,6,1,"$198,937"
2004,,7,64,"$29,546,832"
2004,,9,9,"$4,395,036"
2004,,10,5,"$862,400"
2004,,11,1,"$70,000"
2004,,15,15,"$4,652,579"
2004,,Total,143,"$71,691,702"
2004,,Summary for Indiana by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,2,13,"$7,792,765"
2004,,4,15,"$7,108,649"
2004,,7,20,"$9,417,249"
2004,,8,1,"$179,400"
2004,,9,1,"$100,000"
2004,,Total,50,"$24,598,063"
2004,,Summary for Iowa by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,2,38,"$13,219,117"
2004,,4,13,"$2,691,573"
2004,,5,1,"$145,000"
2004,,Total,52,"$16,055,690"
2004,,Summary for Kansas by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,2,4,"$919,213"
2004,,3,11,"$3,266,827"
2004,,Total,15,"$4,186,040"
2004,,Summary for Kentucky by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,3,10,"$2,472,872"
2004,,4,1,"$110,000"
2004,,6,21,"$4,763,852"
2004,,Total,32,"$7,346,724"
2004,,Summary for Louisiana by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,1,"$315,000"
2004,,2,36,"$12,640,871"
2004,,4,10,"$2,483,635"
2004,,6,2,"$311,352"
2004,,7,4,"$1,872,915"
2004,,Total,53,"$17,623,773"
2004,,Summary for Maine by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,2,5,"$1,466,693"
2004,,Total,5,"$1,466,693"
2004,,Summary for Maryland by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,2,2,"$3,943,491"
2004,,3,3,"$7,314,536"
2004,,4,11,"$73,935,400"
2004,,5,7,"$3,861,844"
2004,,6,7,"$27,853,333"
2004,,7,208,"$130,978,519"
2004,,8,91,"$173,152,879"
2004,,Total,329,"$421,040,002"
2004,,Summary for Massachusetts by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,2,"$730,417"
2004,,2,3,"$4,371,492"
2004,,3,67,"$41,778,987"
2004,,4,4,"$6,387,925"
2004,,6,3,"$1,206,200"
2004,,7,16,"$5,508,174"
2004,,8,443,"$312,427,725"
2004,,9,87,"$53,498,693"
2004,,10,7,"$1,769,925"
2004,,11,1,"$91,727"
2004,,Total,633,"$427,771,265"
2004,,Summary for Michigan by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,4,1,"$1,872,449"
2004,,6,3,"$650,379"
2004,,8,12,"$4,940,779"
2004,,11,1,"$100,000"
2004,,13,13,"$6,326,356"
2004,,15,68,"$20,108,146"
2004,,Total,98,"$33,998,109"
2004,,Summary for Minnesota by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,22,"$8,747,429"
2004,,2,1,"$146,661"
2004,,5,54,"$33,978,177"
2004,,6,1,"$162,500"
2004,,Total,78,"$43,034,767"
2004,,Summary for Mississippi by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,5,"$1,239,611"
2004,,2,2,"$502,617"
2004,,Total,7,"$1,742,228"
2004,,Summary for Missouri by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,21,"$12,415,964"
2004,,3,79,"$36,352,196"
2004,,5,5,"$1,259,616"
2004,,9,6,"$1,300,222"
2004,,Total,111,"$51,327,998"
2004,,Summary for Montana by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,At-Large,22,"$9,215,702"
2004,,Total,22,"$9,215,702"
2004,,Summary for Nebraska by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,6,"$1,573,752"
2004,,2,9,"$2,053,528"
2004,,Total,15,"$3,627,280"
2004,,Summary for Nevada by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,2,4,"$1,326,460"
2004,,Total,4,"$1,326,460"
2004,,Summary for New Hampshire by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,2,28,"$11,243,683"
2004,,Total,28,"$11,243,683"
2004,,Summary for New Jersey by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,3,3,"$7,593,737"
2004,,6,15,"$5,527,742"
2004,,7,2,"$841,662"
2004,,10,31,"$15,757,048"
2004,,11,2,"$5,640,264"
2004,,12,13,"$13,304,396"
2004,,Total,66,"$48,664,849"
2004,,Summary for New Mexico by Congressional District,,
2004,,Congressional District,Awards,Funding
2004,,1,20,"$8,446,683"
2004,,3,2,"$469,381"
2004,,Total,22,"$8,916,064"
